Accident ID,Final_Category_Path,Cosine,Rank,Selected,Below_UNCAT_Threshold,Parent,Parent_Sim,Parent_Margin,Parent_LowConf,Consolidated_Path,Evidence_Expected_Terms,Evidence_Matched_Terms,Evidence_Matched_Count,Evidence_Expected_Count,Evidence_Coverage,Evidence_Pass,Evidence_Reason,Description_Full,Consolidated_Path_Full,LeafSupport,AllowedDepth,Consolidated_Path_Render
16,incident type > explosion > chemical explosion,0.5613071918487549,2,True,False,Incident Type,0.5777633190155029,0.046474575996398926,False,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion of a leach tank during maintenance works Explosion of a leach tank, causes not known until now, two fatalities",incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
17,incident type > explosion,0.6630162596702576,1,True,False,Incident Type,0.6630162596702576,0.08057218790054321,False,incident type > explosion,explosion,explosion,1,1,1.0,True,accept_parent_backoff,"Explosion in a dynamite production plant Explosion in a production plant for explosive material; happened in the mixing unit for dynamite. The unit was completely destroyed, two workers dead.",incident type > explosion,121.0,3,incident type > explosion
17,incident type > explosion > chemical explosion,0.648792564868927,2,True,False,Incident Type,0.6630162596702576,0.08057218790054321,False,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion in a dynamite production plant Explosion in a production plant for explosive material; happened in the mixing unit for dynamite. The unit was completely destroyed, two workers dead.",incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
18,fire,0.5074552297592163,1,True,False,fires,0.5074552297592163,0.02374902367591858,True,fire,fire,fire,1,1,1.0,True,pass_expected_terms,"Fire in a compartment of a storehouse for chemical fertilizers A fire occurred in a compartment of a storehouse for chemical fertilizers. The storehouse was a hangar subdivided into 8 compartments separated one from the other by wooden walls. In one of the compartment (No 5), where several hundreds tonnes of fertilizers were stored, a fire occurred at 05:00 a.m. The rapid intervention of the fire brigade limited the fire to compartment No 5. The smoke produced by the fire (containing toxic combustion products such as chlorine, nitrogen oxides, ammonia, nitric acid) took some hours to disperse. The evacuation of the population was not necessary due to favourable wind direction.",fire,8.0,3,fire
19,incident type > fire,0.5389390587806702,1,True,False,Incident Type,0.5389390587806702,0.006395101547241211,True,incident type > fire,fire,fire,1,1,1.0,True,accept_parent_backoff,"Release of toxic products caused by combustion of fertilisers and mounds of ammonium nitrate and calcium cyanamide The fire originated during the night in the sacks of fertilizing compounds ([15% N, 15% P, 15% K] and [13% N, 13% P, 21% K]). Afterwards, the fire propagated to mounds of ammonium nitrate and calcium cyanamide. The fire brigade intervened. As the smoke produced by the fire was containing toxic combustion products (such as chlorine, nitrogen oxides, ammonia, nitric acid), it was decided to evacuate the nearby population for a while.",incident type > fire,91.0,3,incident type > fire
19,incident type > fire,0.4988535940647125,2,True,False,Incident Type,0.5389390587806702,0.006395101547241211,True,incident type > fire,fire,fire,1,1,1.0,True,accept_parent_backoff,"Release of toxic products caused by combustion of fertilisers and mounds of ammonium nitrate and calcium cyanamide The fire originated during the night in the sacks of fertilizing compounds ([15% N, 15% P, 15% K] and [13% N, 13% P, 21% K]). Afterwards, the fire propagated to mounds of ammonium nitrate and calcium cyanamide. The fire brigade intervened. As the smoke produced by the fire was containing toxic combustion products (such as chlorine, nitrogen oxides, ammonia, nitric acid), it was decided to evacuate the nearby population for a while.",incident type > fire,91.0,3,incident type > fire
20,UNCAT,0.46322131156921387,1,True,False,chlorinated,0.46322131156921387,0.0037851333618164062,True,UNCAT,,,0,0,,False,reject_fallback_cosine -> downgraded_to_uncat,"Release of Chlorine and Fluoride gas due to uncontrolled reaction after overfilling of Sodium Hypochlorite SYSTEM ORIGINATING AND OPERATING CONDITIONS: Storage area of the second cold rolling mill's pickling section. ACCIDENT CASE HISTORY DESCRIPTION: In a sodium hypochlorite transfer tank, an unknown amount of sodium hypochlorite flowed into the overfilling pipe owing to the blockage of the float valve (due to the presence of crystals) that controlled the level in the tank. Therefore, when the level reached the maximum value, the valve did not stop the pump. The overfilling pipe was connected with a tank installed below, covered with a metal grid, which was containing water, nitric acid and hydrogen fluoride. The reaction of the sodium hypochlorite with the two acids produced chlorine gas and probably fluoride gas. The release occurred at 08:45 am. In the area there were 6 employees and each of them noticed a strong smell of chlorine and left the building as soon as possible. The security department was immediately alerted which in turn alerted the medical service and the management. A 4 men rescue team was formed and instructed to enter the pickling section to check if someone was still there. They were also instructed to switch-off the equipment. The rescue team found that the sodium hydroxide transfer tank had overflowed and the liquid had run into the tank below containing water, nitric acid and hydrogen fluoride. The pump which was transferring the sodium hypochloryte from the storage tank to the transfer tank had already stopped. Since chlorine gas is heavier than air, it was expected that it would take some time for the chlorine vapours to disperse from the building. At about 17:00 hours the production was started up again since no more than 1ppm concentration of chlorine could be detected in the production hall by means of Draeger tubes.",UNCAT,,0,UNCAT
21,incident type > explosion > chemical explosion,0.5706156492233276,1,True,False,Incident Type,0.5706156492233276,0.08459079265594482,False,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion in the ethylene oxide re-distillation column in a petrochemical industry ACCIDENT CASE HISTORY DESCRIPTION: During the start-up, an explosion occurred in the redistillation column of the ethylene oxide plant which came into operation in 1969 in a petrochemical industry. This plant had been shut-down in June from 1 to 23. When it was started up problems were experienced in stabilizing the column and a number of repairs were made to the pumps and instrumentation. On the day of the explosion, the column was sufficiently stable. When the explosion occurred all the employees were by chance in the control room. No alarm signals sounded during the last 30 minutes before the explosion occurred except the general alarm that sounded a few seconds before. Despite of the difficult internal communication caused by the destruction of the internal telephone and alarm systems and the emergency control centre, the operators started to shut-down the other plants of the factory and to fight the fire. The external emergency services and the authorities were informed on the accident and the emergency plan for the Antwerp harbour was activated. The emergency services arrived on site in 10 minutes and with the help of the factory's operators put out the fire and the release of chemicals within half an hour. 13 operators (two of them were of an external factory working for BP Chemicals) and a person outside the establishment (working in a neighbouring factory) were slightly hurt. The most serious injury was a broken arm. There were considerable damages inside the establishment: the redistillation column (32 metres high and 2.3 metres in diameter) was completely destroyed and pieces were found up to 700 metres away, some in a neighbouring factory. The ethylene oxide plant and other nearby plants were seriously damaged. Most of the buildings in a radius of 300 metres were damaged. The internal alarm and telephone systems were damaged and could not be used. The emergency control room was also unusable. Outside the establishment, window panes were broken in neighbouring factories and the nearby village of Zwijndrecht (about 1 km away). Nobody was hurt in the village.",incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
21,incident type > explosion,0.5352826118469238,2,True,False,Incident Type,0.5706156492233276,0.08459079265594482,False,incident type > explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion in the ethylene oxide re-distillation column in a petrochemical industry ACCIDENT CASE HISTORY DESCRIPTION: During the start-up, an explosion occurred in the redistillation column of the ethylene oxide plant which came into operation in 1969 in a petrochemical industry. This plant had been shut-down in June from 1 to 23. When it was started up problems were experienced in stabilizing the column and a number of repairs were made to the pumps and instrumentation. On the day of the explosion, the column was sufficiently stable. When the explosion occurred all the employees were by chance in the control room. No alarm signals sounded during the last 30 minutes before the explosion occurred except the general alarm that sounded a few seconds before. Despite of the difficult internal communication caused by the destruction of the internal telephone and alarm systems and the emergency control centre, the operators started to shut-down the other plants of the factory and to fight the fire. The external emergency services and the authorities were informed on the accident and the emergency plan for the Antwerp harbour was activated. The emergency services arrived on site in 10 minutes and with the help of the factory's operators put out the fire and the release of chemicals within half an hour. 13 operators (two of them were of an external factory working for BP Chemicals) and a person outside the establishment (working in a neighbouring factory) were slightly hurt. The most serious injury was a broken arm. There were considerable damages inside the establishment: the redistillation column (32 metres high and 2.3 metres in diameter) was completely destroyed and pieces were found up to 700 metres away, some in a neighbouring factory. The ethylene oxide plant and other nearby plants were seriously damaged. Most of the buildings in a radius of 300 metres were damaged. The internal alarm and telephone systems were damaged and could not be used. The emergency control room was also unusable. Outside the establishment, window panes were broken in neighbouring factories and the nearby village of Zwijndrecht (about 1 km away). Nobody was hurt in the village.",incident type > explosion,121.0,3,incident type > explosion
22,"loss of containment > leak > leak, entrainment from a nearby equipment (domino effect)",0.5331768989562988,1,True,False,Loss of Containment,0.5331768989562988,0.01230323314666748,True,"loss of containment > leak > leak, entrainment from a nearby equipment (domino effect)",leak | entrainment,leak,1,2,0.5,True,pass_expected_terms,"Leakage of liquid vinyl chloride from a ruptured corroded pipe after wrong admission in the degassing system ACCIDENT CASE HISTORY DESCRIPTION: A corroded pipe in the degassing system ruptured after the wrong admission of liquid vinyl chloride and a leakage of about 4 tonnes of this substance occurred before its isolation. A layer of the escaped gas developped close to the drain ditches of the area where the leakage occurred. The vinyl chloride vapours, being 2.5 times heavier than air, remained closed to the ground. The slightly elevated rails of the railway serving the area acted initially as a dike and contained the gas cloud. Atmospheric conditions and water curtains created by the plant fire brigade managed to contain the cloud close to the leakage point until it had been diluted by convection. The evaporation of liquid vinyl chloride had been promoted by the water draining from the water curtains. The source of the release was identified 45 minutes after the leakage was detected; the leaking pipeline was isolated soon after that. The company firemen checked the roads around the factory with explosimeters and the response was negative everywhere. Besides, they irrigated the area where the leakage occurred and made a screen from each side. The Security chief called Service 100 to signal the leak and to ask the firemen to take up position around the factory in case gas layer moved to the outside. Sambreville fire brigade was called and took position around the plant fence on the side opposite the site of the leak but its intervention was not necessary, since repeated gas concentration measuremets at the boundary of the factory resulted negative. The railway traffic in the city of Jemeppe was interrupted during the accident, from 23:32 till 03:08 next morning. The goods trains were stopped where they were whilst the international traffic was diverted via Brussels. The leakage had been detected at 23:10, the leaking point had been identified at 23:55 and the piping isolation took place around 00:05. From this moment, the leakage was decreasing until the gas cloud was practically dispersed at 01:30. More detailed information about the accident are available on the document "" Accident which occurred on 17th August, 1988 at the SOLVIC monomer Centre at Jemeppe-sure-Sambre. Leak of liquid vinyl chloride.","loss of containment > leak > leak, entrainment from a nearby equipment (domino effect)",9.0,2,loss of containment > leak > Other (depth-capped)
22,loss of containment > leak,0.5162494778633118,2,True,False,Loss of Containment,0.5331768989562988,0.01230323314666748,True,loss of containment > leak,leak,leak,1,1,1.0,True,pass_expected_terms,"Leakage of liquid vinyl chloride from a ruptured corroded pipe after wrong admission in the degassing system ACCIDENT CASE HISTORY DESCRIPTION: A corroded pipe in the degassing system ruptured after the wrong admission of liquid vinyl chloride and a leakage of about 4 tonnes of this substance occurred before its isolation. A layer of the escaped gas developped close to the drain ditches of the area where the leakage occurred. The vinyl chloride vapours, being 2.5 times heavier than air, remained closed to the ground. The slightly elevated rails of the railway serving the area acted initially as a dike and contained the gas cloud. Atmospheric conditions and water curtains created by the plant fire brigade managed to contain the cloud close to the leakage point until it had been diluted by convection. The evaporation of liquid vinyl chloride had been promoted by the water draining from the water curtains. The source of the release was identified 45 minutes after the leakage was detected; the leaking pipeline was isolated soon after that. The company firemen checked the roads around the factory with explosimeters and the response was negative everywhere. Besides, they irrigated the area where the leakage occurred and made a screen from each side. The Security chief called Service 100 to signal the leak and to ask the firemen to take up position around the factory in case gas layer moved to the outside. Sambreville fire brigade was called and took position around the plant fence on the side opposite the site of the leak but its intervention was not necessary, since repeated gas concentration measuremets at the boundary of the factory resulted negative. The railway traffic in the city of Jemeppe was interrupted during the accident, from 23:32 till 03:08 next morning. The goods trains were stopped where they were whilst the international traffic was diverted via Brussels. The leakage had been detected at 23:10, the leaking point had been identified at 23:55 and the piping isolation took place around 00:05. From this moment, the leakage was decreasing until the gas cloud was practically dispersed at 01:30. More detailed information about the accident are available on the document "" Accident which occurred on 17th August, 1988 at the SOLVIC monomer Centre at Jemeppe-sure-Sambre. Leak of liquid vinyl chloride.",loss of containment > leak,25.0,3,loss of containment > leak
23,incident type > explosion > vapor explosion,0.4553774297237396,1,True,False,Incident Type,0.4553774297237396,0.004974633455276489,True,incident type > explosion > vapor explosion,vapor | explosion,vapor | explosion,2,2,1.0,True,pass_expected_terms,"Ethylene oxide leaked through a hair-crack in a weld on the distillation column ACCIDENT CASE HISTORY DESCRIPTION: Ethylene oxide leaked through a hair-crack in a weld on the distillation column K-303 (aldehyde column) and contaminated the rock-wool insulation of a level indicator. The leak was caused by a hair-crack due to low cycle fatigue. The released ethylene oxide reacted with moisture to form non-volatile polyethylene glycols (PEG) in the insulation material. PEG accumulated in the course of time. On the day of the accident, the metal covering of the insulation was removed in order to repair the level indicator. Air leaked into the insulation material already soaked with PEG, causing its decomposition and initiating auto-oxidation. The auto-oxidation of the PEG ignited the insulation and the resulting heat flux heated the metal wall of the piping of the level instrumentation system. The heating of the stagnant liquid of the level instrument stand pipe caused the ethylene oxide to decompose. The decomposition continued into the column K-303 which exploded (the confined vapour explosion began in the lower section of the column). The gas supply line to column K-302 (carrying gases from the head of column K-303) was torn off and the escaping gas caught fire. After the pressure decreased, the flames backed into the column K-302 and caused an internal explosion (approximately 26 seconds after the first explosion). The two explosions caused the impact of debris in other sections of the ethylene oxide/glycol installation and was followed by a huge fire. The recycle gas loop was hit by debris and the released gas burned as a jet-fire. The plant fire fighting team was able to confine the fire and to put it under control in less than one hour. The city fire brigade arrived on the scene but its intervention was not necessary.",incident type > explosion > vapor explosion,46.0,3,incident type > explosion > vapor explosion
